                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                0.82668,                0.70513,                0.99095,                0.68983,                0.66053,                0.69751,                0.48134,                 1.2155,                 1.2282,                 1.0701,              0.0061187,              0.0061187,              0.0061187
                     83,                0.82336,                0.69906,                0.97747,                0.87821,                0.69696,                 0.7891,                 0.5459,                 1.1636,                 1.0281,                 1.0494,              0.0060683,              0.0060683,              0.0060683
                     84,                 0.7965,                0.68737,                0.97573,                0.79824,                0.74863,                   0.82,                0.57458,                 1.0919,                0.98698,                 1.0563,              0.0060179,              0.0060179,              0.0060179
                     85,                0.86157,                0.74463,                 1.0006,                0.81227,                0.64503,                0.73991,                0.47173,                 1.1975,                  1.187,                 1.0584,              0.0059675,              0.0059675,              0.0059675
                     86,                0.83391,                0.71449,                0.98273,                0.73901,                0.68673,                0.73397,                0.49032,                 1.1614,                 1.1298,                 1.0655,              0.0059172,              0.0059172,              0.0059172
                     87,                0.83922,                0.71141,                0.97883,                0.82349,                0.65821,                0.74213,                0.49807,                 1.1454,                 1.0946,                 1.0424,              0.0058668,              0.0058668,              0.0058668
                     88,                0.79621,                0.67004,                0.96325,                0.64448,                0.68694,                 0.6793,                0.49704,                 1.1011,                 1.0569,                 1.0218,              0.0058164,              0.0058164,              0.0058164
                     89,                0.79781,                0.66946,                0.97254,                 0.7689,                0.68022,                0.74071,                0.54086,                 1.0767,                 1.2358,                 1.0766,               0.005766,               0.005766,               0.005766
                     90,                0.84388,                0.72337,                0.98431,                0.67745,                0.67272,                0.65604,                0.44558,                 1.2238,                0.95149,                  1.035,              0.0057156,              0.0057156,              0.0057156
                     91,                0.88559,                0.74681,                0.99556,                0.75589,                0.65736,                0.69725,                0.48504,                  1.078,                0.99075,                 1.0065,              0.0056652,              0.0056652,              0.0056652
                     92,                0.91384,                0.75649,                0.99155,                0.67655,                 0.7298,                0.69304,                0.48178,                 1.2074,                 1.0944,                 1.0509,              0.0056148,              0.0056148,              0.0056148
                     93,                0.86472,                0.72223,                0.98316,                0.79105,                0.66541,                0.73425,                0.51522,                 1.1133,                 1.0724,                  1.039,              0.0055644,              0.0055644,              0.0055644
                     94,                 0.8463,                0.70576,                0.99666,                0.84275,                0.64293,                0.76298,                0.53714,                 1.1482,                 1.1513,                 1.0088,              0.0055141,              0.0055141,              0.0055141
