                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.87369,                0.63768,                0.97379,                0.83676,                0.64815,                0.77408,                0.56893,                 1.2841,                 1.3352,                  1.058,             0.00087625,             0.00087625,             0.00087625
                     26,                0.86041,                0.62182,                0.97447,                0.84598,                 0.6455,                0.77751,                0.58327,                 1.2138,                 1.2003,                  1.043,             0.00087625,             0.00087625,             0.00087625
                     27,                0.80491,                0.59071,                0.96489,                0.85237,                0.67598,                0.79726,                0.59683,                 1.1883,                 1.1653,                 1.0197,              0.0008713,              0.0008713,              0.0008713
                     28,                 0.8196,                0.60158,                0.96723,                 0.8949,                0.71854,                0.82281,                0.57167,                 1.1919,                 1.1642,                 1.0248,             0.00086635,             0.00086635,             0.00086635
                     29,                0.78874,                0.58678,                0.96149,                0.87449,                0.70238,                  0.814,                0.56882,                 1.2427,                 1.2458,                 1.0455,              0.0008614,              0.0008614,              0.0008614
                     30,                0.78383,                0.59763,                0.94784,                0.88412,                0.65476,                0.79428,                0.56925,                 1.2291,                 1.2687,                 1.0597,             0.00085645,             0.00085645,             0.00085645
                     31,                0.77772,                0.56642,                0.94722,                0.86087,                0.63095,                0.77039,                0.55023,                 1.1883,                  1.228,                 1.0709,              0.0008515,              0.0008515,              0.0008515
                     32,                 0.7996,                0.58633,                0.95374,                0.83179,                0.64008,                0.77137,                0.52881,                 1.2625,                 1.2333,                 1.0694,             0.00084655,             0.00084655,             0.00084655
                     33,                0.79131,                0.59299,                0.96155,                0.80027,                0.60979,                0.74117,                 0.5224,                 1.2947,                 1.1936,                 1.0594,              0.0008416,              0.0008416,              0.0008416
                     34,                0.77757,                0.57642,                0.94587,                0.89558,                0.53684,                0.71074,                0.52281,                 1.3199,                 1.3494,                 1.0768,             0.00083665,             0.00083665,             0.00083665
                     35,                0.78943,                0.57015,                0.93808,                0.81759,                0.58069,                0.73313,                0.52587,                 1.2699,                 1.3474,                  1.095,              0.0008317,              0.0008317,              0.0008317
                     36,                0.75883,                0.56165,                 0.9429,                0.85877,                0.65024,                0.78043,                 0.5464,                 1.2632,                 1.3673,                 1.1035,             0.00082675,             0.00082675,             0.00082675
                     37,                0.79463,                0.56841,                0.94277,                0.80485,                0.66667,                0.77463,                0.54531,                 1.1976,                 1.2985,                 1.0809,              0.0008218,              0.0008218,              0.0008218
                     38,                 0.7143,                0.54455,                0.94223,                 0.7981,                0.68783,                0.78672,                0.55807,                 1.1682,                 1.2333,                 1.0656,             0.00081685,             0.00081685,             0.00081685
                     39,                0.72949,                0.54889,                0.94109,                0.83013,                 0.6568,                0.78109,                0.56786,                 1.1643,                 1.1958,                 1.0462,              0.0008119,              0.0008119,              0.0008119
                     40,                0.73492,                 0.5521,                0.93759,                0.84793,                0.66138,                0.78806,                0.56241,                 1.1164,                  1.099,                 1.0084,             0.00080695,             0.00080695,             0.00080695
                     41,                0.71611,                0.53803,                0.93419,                0.88776,                0.67328,                0.80676,                 0.5931,                 1.0973,                  1.063,                 1.0068,               0.000802,               0.000802,               0.000802
                     42,                0.76299,                 0.5559,                0.95379,                0.87603,                0.72751,                0.83299,                0.61373,                 1.0768,                 1.0304,                0.99579,             0.00079705,             0.00079705,             0.00079705
                     43,                 0.7087,                0.52797,                0.93435,                0.87529,                0.75397,                0.84475,                 0.6247,                 1.0913,                 1.0286,                 1.0009,              0.0007921,              0.0007921,              0.0007921
                     44,                0.75808,                0.54454,                0.93824,                0.89721,                0.70238,                  0.823,                0.60214,                  1.136,                 1.0635,                 1.0121,             0.00078715,             0.00078715,             0.00078715
                     45,                0.74753,                0.54904,                 0.9255,                0.90178,                0.69048,                0.81459,                0.59364,                 1.1702,                 1.1071,                 1.0354,              0.0007822,              0.0007822,              0.0007822
                     46,                0.73478,                0.53386,                0.93827,                   0.89,                0.69444,                0.81148,                0.61119,                 1.1536,                 1.0872,                 1.0228,             0.00077725,             0.00077725,             0.00077725
                     47,                0.73743,                0.53298,                0.95342,                0.85849,                 0.7328,                0.82892,                0.60754,                 1.1856,                 1.0931,                 1.0244,              0.0007723,              0.0007723,              0.0007723
                     48,                 0.7371,                 0.5329,                0.92763,                0.84596,                0.74206,                0.82568,                0.58829,                 1.2108,                 1.0672,                 1.0298,             0.00076735,             0.00076735,             0.00076735
                     49,                0.71664,                0.52931,                0.93693,                 0.8463,                0.69974,                0.80396,                0.59083,                 1.2249,                 1.0498,                 1.0355,              0.0007624,              0.0007624,              0.0007624
                     50,                0.69904,                0.52684,                0.92244,                 0.9186,                0.72619,                0.83207,                0.61873,                 1.2096,                 1.0564,                 1.0324,             0.00075745,             0.00075745,             0.00075745
                     51,                0.73793,                0.52477,                0.93816,                0.91667,                0.71693,                0.82743,                0.61482,                 1.1893,                 1.0724,                 1.0217,              0.0007525,              0.0007525,              0.0007525
                     52,                0.70311,                0.50836,                0.94017,                0.89641,                0.73545,                0.83583,                0.59877,                 1.1995,                 1.0915,                 1.0162,             0.00074755,             0.00074755,             0.00074755
                     53,                0.70315,                0.49956,                 0.9236,                0.88388,                0.74471,                0.84324,                0.60234,                 1.1753,                 1.0893,                 1.0338,              0.0007426,              0.0007426,              0.0007426
                     54,                0.68344,                0.49356,                0.91558,                   0.88,                0.69709,                0.81846,                0.59999,                 1.1126,                 1.0841,                 1.0128,             0.00073765,             0.00073765,             0.00073765
                     55,                0.66112,                0.47756,                0.91325,                0.86726,                0.74471,                0.83727,                0.61561,                 1.1271,                 1.0768,                 1.0239,              0.0007327,              0.0007327,              0.0007327
                     56,                 0.6631,                0.49395,                0.91886,                0.86368,                0.78968,                0.86172,                0.61109,                 1.1786,                 1.0813,                 1.0102,             0.00072775,             0.00072775,             0.00072775
                     57,                0.71427,                0.50567,                0.91065,                0.86094,                0.76852,                0.85013,                0.61839,                 1.1371,                 1.0548,                0.99276,              0.0007228,              0.0007228,              0.0007228
                     58,                0.69254,                0.50677,                0.92738,                0.84062,                0.72354,                0.81859,                0.60252,                 1.0981,                 1.0078,                0.98981,             0.00071785,             0.00071785,             0.00071785
                     59,                0.66951,                0.49448,                0.91533,                0.83681,                0.74471,                0.83195,                0.59253,                 1.0941,                0.99992,                 1.0005,              0.0007129,              0.0007129,              0.0007129
                     60,                0.67763,                0.50858,                0.91509,                0.86537,                0.72619,                0.82559,                0.61064,                 1.1445,                  1.021,                 1.0138,             0.00070795,             0.00070795,             0.00070795
                     61,                0.64056,                0.48318,                 0.9118,                0.87626,                0.74333,                0.84247,                0.62363,                 1.1504,                 1.0132,                 1.0017,               0.000703,               0.000703,               0.000703
                     62,                0.63756,                0.49337,                0.91014,                0.84898,                0.75661,                0.83896,                0.63967,                 1.1051,                 1.0021,                0.98211,             0.00069805,             0.00069805,             0.00069805
                     63,                0.65601,                0.48996,                0.91182,                0.85822,                0.77249,                0.85306,                0.65022,                 1.0427,                0.97582,                0.96355,              0.0006931,              0.0006931,              0.0006931
                     64,                0.63018,                 0.4689,                0.89189,                0.88975,                 0.7701,                0.86255,                0.64285,                 1.0229,                0.94361,                0.95971,             0.00068815,             0.00068815,             0.00068815
                     65,                0.64149,                0.46028,                0.90355,                0.88239,                0.73677,                0.85228,                0.63682,                  1.066,                0.95543,                0.96561,              0.0006832,              0.0006832,              0.0006832
                     66,                0.62605,                0.46414,                 0.8909,                0.90566,                0.75529,                0.85823,                0.64239,                 1.0714,                0.97376,                0.97016,             0.00067825,             0.00067825,             0.00067825
                     67,                0.64637,                0.46978,                0.89776,                0.91028,                0.71451,                0.84277,                0.63167,                 1.0688,                0.99525,                0.97963,              0.0006733,              0.0006733,              0.0006733
                     68,                  0.633,                0.46132,                0.90897,                0.89216,                0.77513,                0.85802,                0.61423,                 1.1201,                 1.0351,                 0.9904,             0.00066835,             0.00066835,             0.00066835
                     69,                0.60825,                0.45317,                0.90071,                   0.88,                0.76852,                0.84485,                 0.5893,                 1.2178,                 1.0853,                 1.0141,              0.0006634,              0.0006634,              0.0006634
                     70,                0.62412,                0.47297,                0.88871,                0.88281,                0.74206,                0.82862,                0.61519,                 1.2096,                 1.0733,                 1.0197,             0.00065845,             0.00065845,             0.00065845
                     71,                0.60887,                 0.4567,                 0.9005,                0.88281,                0.74206,                0.82693,                0.59494,                 1.2023,                 1.0977,                 1.0087,              0.0006535,              0.0006535,              0.0006535
                     72,                0.64128,                 0.4791,                0.90643,                0.87233,                0.74187,                0.82444,                0.59397,                 1.2101,                 1.1103,                 1.0088,             0.00064855,             0.00064855,             0.00064855
                     73,                0.63578,                0.46907,                0.89599,                 0.8433,                0.77778,                0.83931,                0.60895,                  1.212,                 1.1271,                 1.0102,              0.0006436,              0.0006436,              0.0006436
                     74,                0.62353,                0.46782,                0.90189,                 0.8446,                0.76852,                0.84112,                0.61077,                 1.2102,                 1.1488,                 1.0208,             0.00063865,             0.00063865,             0.00063865
                     75,                0.63316,                0.47364,                 0.8986,                0.83732,                0.70238,                0.80946,                 0.6071,                   1.14,                 1.1599,                 1.0085,              0.0006337,              0.0006337,              0.0006337
                     76,                 0.5865,                0.44561,                0.90089,                0.82349,                0.69048,                0.80073,                0.60476,                  1.131,                 1.2075,                 1.0049,             0.00062875,             0.00062875,             0.00062875
                     77,                0.60493,                0.44466,                0.91804,                0.84976,                 0.7209,                0.82267,                0.60899,                 1.1187,                 1.1706,                0.99122,              0.0006238,              0.0006238,              0.0006238
                     78,                0.60024,                0.43713,                0.88514,                0.88245,                0.70899,                0.81958,                0.62643,                 1.0628,                 1.0816,                0.97588,             0.00061885,             0.00061885,             0.00061885
                     79,                0.60567,                0.45604,                 0.8956,                 0.9003,                0.67771,                0.80967,                0.61126,                 1.0641,                 1.0288,                0.97145,              0.0006139,              0.0006139,              0.0006139
                     80,                0.60406,                0.45594,                0.89217,                0.88527,                0.66944,                0.80615,                0.60551,                  1.071,                  1.006,                0.98401,             0.00060895,             0.00060895,             0.00060895
                     81,                0.61014,                0.44625,                0.89768,                0.82759,                 0.7209,                0.81016,                0.62414,                 1.0513,                0.99242,                0.97945,               0.000604,               0.000604,               0.000604
                     82,                0.61534,                0.45549,                0.89479,                0.82456,                0.73545,                0.81208,                0.62443,                  1.055,                   0.97,                0.97732,             0.00059905,             0.00059905,             0.00059905
                     83,                0.67774,                 0.4778,                0.90535,                0.83036,                0.73545,                0.81645,                0.60017,                 1.1169,                0.99747,                0.99131,              0.0005941,              0.0005941,              0.0005941
                     84,                0.66077,                0.48418,                0.90359,                0.85277,                0.69037,                0.80329,                0.61016,                 1.0976,                 1.0132,                0.99999,             0.00058915,             0.00058915,             0.00058915
                     85,                0.56528,                0.43291,                0.89191,                0.86296,                0.69508,                0.81058,                0.62168,                 1.1068,                 1.0152,                 1.0158,              0.0005842,              0.0005842,              0.0005842
                     86,                0.59892,                0.44506,                0.87677,                0.86846,                 0.7189,                0.82737,                0.62921,                 1.1094,                 1.0254,                 1.0154,             0.00057925,             0.00057925,             0.00057925
                     87,                0.57933,                0.43806,                 0.8945,                0.87839,                0.71429,                0.82545,                0.62602,                 1.1119,                 1.0663,                 1.0065,              0.0005743,              0.0005743,              0.0005743
                     88,                0.58882,                0.44025,                 0.8834,                0.89297,                0.71429,                0.82848,                0.64446,                 1.1427,                 1.1115,                 1.0144,             0.00056935,             0.00056935,             0.00056935
                     89,                0.59508,                0.45308,                0.88311,                0.91111,                0.73545,                0.84862,                0.65519,                  1.126,                 1.0892,                 1.0126,              0.0005644,              0.0005644,              0.0005644
                     90,                0.57208,                0.43127,                0.88803,                0.89229,                0.72619,                 0.8455,                0.64148,                 1.1192,                 1.0679,                 1.0069,             0.00055945,             0.00055945,             0.00055945
                     91,                0.60337,                0.44035,                0.91016,                0.86285,                0.73545,                0.83827,                 0.6272,                 1.1454,                 1.0796,                 1.0083,              0.0005545,              0.0005545,              0.0005545
                     92,                0.57959,                0.45177,                0.89938,                0.86601,                 0.7606,                0.85002,                0.64297,                 1.1481,                 1.0665,                  1.007,             0.00054955,             0.00054955,             0.00054955
                     93,                0.58149,                0.43858,                0.89247,                0.86821,                0.75962,                0.85107,                0.63952,                 1.1395,                 1.0527,                0.99762,              0.0005446,              0.0005446,              0.0005446
                     94,                0.61733,                0.44631,                0.89241,                0.88046,                0.74813,                0.83111,                0.64551,                 1.1055,                 1.0206,                0.98218,             0.00053965,             0.00053965,             0.00053965
                     95,                0.56687,                0.42488,                0.89348,                0.89281,                0.71574,                0.83325,                0.63288,                 1.1028,                 1.0246,                0.96941,              0.0005347,              0.0005347,              0.0005347
                     96,                0.57116,                0.42818,                0.88511,                0.92099,                0.70116,                0.83378,                0.62044,                 1.1033,                 1.0204,                0.96637,             0.00052975,             0.00052975,             0.00052975
                     97,                0.57095,                0.43783,                0.87596,                0.85824,                0.75397,                0.83894,                0.64421,                 1.0698,                 1.0041,                0.95234,              0.0005248,              0.0005248,              0.0005248
                     98,                0.58515,                0.44957,                0.88883,                0.88244,                0.76184,                0.84837,                0.64614,                 1.0536,                 1.0035,                0.94846,             0.00051985,             0.00051985,             0.00051985
                     99,                0.57219,                 0.4205,                0.87996,                0.88529,                0.76323,                0.84783,                0.66823,                 1.0396,                0.98007,                0.94908,              0.0005149,              0.0005149,              0.0005149
                    100,                 0.5519,                0.41819,                0.86689,                0.89529,                0.77249,                0.85249,                0.66097,                 1.0356,                 0.9847,                0.95298,             0.00050995,             0.00050995,             0.00050995
                    101,                0.55081,                0.42096,                0.87684,                0.91055,                0.74471,                0.83847,                0.63811,                  1.061,                 0.9698,                0.95688,               0.000505,               0.000505,               0.000505
                    102,                 0.5461,                0.41257,                0.89023,                0.90864,                0.74735,                0.84353,                 0.6487,                 1.0677,                0.95183,                0.96023,             0.00050005,             0.00050005,             0.00050005
                    103,                0.53902,                0.41083,                 0.8698,                0.91258,                0.73757,                0.83255,                0.65282,                 1.0627,                0.98131,                0.96949,              0.0004951,              0.0004951,              0.0004951
                    104,                0.55454,                0.41056,                0.86961,                0.92047,                0.73611,                0.84204,                0.66187,                 1.0719,                 1.0074,                0.97419,             0.00049015,             0.00049015,             0.00049015
                    105,                0.58228,                0.45065,                0.87501,                0.92857,                   0.75,                0.84922,                0.67348,                 1.0824,                 1.0195,                0.97643,              0.0004852,              0.0004852,              0.0004852
                    106,                0.53704,                 0.4105,                0.88937,                0.92857,                0.71429,                0.83256,                0.65367,                 1.0775,                 1.0621,                0.97439,             0.00048025,             0.00048025,             0.00048025
                    107,                0.55269,                0.41625,                0.86515,                 0.9186,                0.72619,                0.84144,                0.65389,                  1.072,                 1.0359,                 0.9671,              0.0004753,              0.0004753,              0.0004753
                    108,                0.53841,                0.42169,                0.87789,                0.91304,                0.75661,                0.85494,                   0.67,                 1.0259,                0.98394,                0.94811,             0.00047035,             0.00047035,             0.00047035
                    109,                 0.5379,                0.41249,                0.87825,                0.94597,                0.74087,                0.85681,                0.65443,                   1.01,                0.98118,                0.93862,              0.0004654,              0.0004654,              0.0004654
                    110,                 0.5369,                0.40594,                0.87022,                0.93617,                0.73677,                0.85486,                0.64876,                 1.0359,                 1.0113,                0.94349,             0.00046045,             0.00046045,             0.00046045
                    111,                0.54872,                0.41651,                  0.873,                0.91696,                0.71561,                0.84128,                 0.6418,                  1.062,                  1.015,                0.94921,              0.0004555,              0.0004555,              0.0004555
                    112,                0.53942,                0.39989,                0.87551,                0.88679,                0.73677,                0.84593,                0.65829,                 1.0224,                 1.0038,                0.94837,             0.00045055,             0.00045055,             0.00045055
                    113,                 0.5192,                0.39591,                0.87585,                0.88889,                0.74603,                0.85009,                0.65423,                 1.0119,                0.98568,                0.94841,              0.0004456,              0.0004456,              0.0004456
                    114,                0.54193,                0.41417,                0.86925,                0.91176,                0.75794,                0.86066,                0.65212,                  1.027,                0.97535,                0.94437,             0.00044065,             0.00044065,             0.00044065
                    115,                0.51875,                0.40012,                0.87417,                0.90625,                0.76587,                0.85754,                0.65498,                 1.0619,                0.98271,                0.94992,              0.0004357,              0.0004357,              0.0004357
                    116,                0.50331,                0.39631,                0.86401,                0.93333,                0.76587,                0.86283,                0.66482,                 1.0828,                      1,                0.96052,             0.00043075,             0.00043075,             0.00043075
                    117,                0.53593,                 0.4035,                0.86939,                0.93182,                0.75661,                0.85965,                0.67485,                 1.0685,                0.99189,                0.96359,              0.0004258,              0.0004258,              0.0004258
                    118,                0.51766,                0.39973,                0.86587,                0.91304,                 0.7328,                0.84588,                 0.6746,                 1.0753,                0.98894,                0.96758,             0.00042085,             0.00042085,             0.00042085
                    119,                0.52644,                0.41187,                0.87286,                0.91304,                0.74471,                0.85097,                0.66508,                 1.0803,                0.96934,                0.97017,              0.0004159,              0.0004159,              0.0004159
                    120,                0.53432,                0.40304,                0.87172,                0.91304,                0.74471,                0.85016,                0.64664,                  1.103,                0.96714,                0.97261,             0.00041095,             0.00041095,             0.00041095
                    121,                0.51666,                0.39213,                0.87633,                0.92841,                0.72533,                 0.8386,                0.65255,                 1.0559,                0.92295,                0.95672,               0.000406,               0.000406,               0.000406
                    122,                0.50031,                0.38522,                0.87973,                0.93478,                0.76323,                0.86471,                0.66639,                 1.0267,                0.91088,                0.94412,             0.00040105,             0.00040105,             0.00040105
                    123,                0.51145,                0.39296,                0.86792,                0.93478,                0.75132,                0.85855,                0.67322,                 1.0153,                0.91975,                0.93971,              0.0003961,              0.0003961,              0.0003961
                    124,                0.53202,                0.39648,                0.86906,                0.92708,                0.76058,                 0.8606,                0.67553,                 1.0308,                0.91439,                0.94306,             0.00039115,             0.00039115,             0.00039115
                    125,                 0.5185,                0.38974,                0.85726,                0.92708,                0.76058,                0.85884,                0.66912,                 1.0287,                0.91855,                 0.9438,              0.0003862,              0.0003862,              0.0003862
                    126,                0.49603,                0.38613,                0.87369,                0.90566,                 0.7791,                0.86424,                0.65692,                 1.0268,                0.90919,                0.94438,             0.00038125,             0.00038125,             0.00038125
                    127,                0.49802,                0.38465,                0.87704,                0.90566,                 0.7791,                0.86472,                0.66523,                 1.0302,                0.89436,                0.94631,              0.0003763,              0.0003763,              0.0003763
                    128,                0.50842,                 0.3952,                0.86635,                0.93036,                0.73942,                 0.8482,                 0.6629,                 1.0403,                0.90051,                0.95177,             0.00037135,             0.00037135,             0.00037135
                    129,                0.50526,                0.39209,                0.86069,                0.90418,                0.72208,                0.83515,                0.66325,                 1.0542,                0.90906,                0.95227,              0.0003664,              0.0003664,              0.0003664
                    130,                0.49787,                 0.3896,                0.86152,                0.91667,                0.75132,                0.85334,                0.66692,                 1.0377,                0.91785,                0.94302,             0.00036145,             0.00036145,             0.00036145
                    131,                0.50175,                0.40695,                0.86917,                0.93478,                0.73942,                0.85095,                0.66545,                   1.03,                0.93606,                0.93574,              0.0003565,              0.0003565,              0.0003565
                    132,                0.48683,                0.38383,                0.86503,                0.93478,                0.72751,                  0.847,                0.66035,                 1.0319,                0.95049,                0.93715,             0.00035155,             0.00035155,             0.00035155
                    133,                0.51585,                0.39166,                0.86034,                0.93908,                0.71213,                0.84161,                0.66752,                 1.0229,                0.98276,                0.94223,              0.0003466,              0.0003466,              0.0003466
                    134,                  0.509,                0.39007,                0.87569,                0.94565,                0.73677,                0.85636,                0.66365,                 1.0322,                0.97688,                0.94612,             0.00034165,             0.00034165,             0.00034165
                    135,                  0.515,                0.38647,                0.86927,                0.93407,                0.75397,                0.86239,                0.65409,                 1.0784,                0.95885,                0.94543,              0.0003367,              0.0003367,              0.0003367
                    136,                0.53044,                0.41837,                0.87201,                0.96582,                0.77141,                0.87459,                0.65874,                 1.0545,                0.92509,                 0.9363,             0.00033175,             0.00033175,             0.00033175
                    137,                0.51496,                0.40231,                0.87191,                0.94792,                 0.7791,                0.87918,                0.68924,                 1.0042,                0.90248,                0.93511,              0.0003268,              0.0003268,              0.0003268
                    138,                0.48682,                0.36893,                0.88535,                0.95833,                0.75265,                0.86559,                0.68255,                0.99452,                0.90246,                0.93428,             0.00032185,             0.00032185,             0.00032185
                    139,                0.51404,                0.39358,                0.86458,                0.94792,                 0.7791,                0.87739,                0.68672,                 1.0084,                0.89032,                0.93359,              0.0003169,              0.0003169,              0.0003169
                    140,                0.50532,                0.39036,                0.86113,                0.94681,                0.76984,                0.87259,                0.67452,                 1.0158,                0.88452,                0.93585,             0.00031195,             0.00031195,             0.00031195
                    141,                0.51323,                0.38201,                0.86231,                0.92222,                 0.7328,                0.84441,                0.66671,                 1.0453,                0.92132,                0.94532,               0.000307,               0.000307,               0.000307
                    142,                0.51744,                0.39629,                0.85601,                0.92802,                0.74206,                0.85073,                0.68077,                  1.071,                0.96687,                0.96663,             0.00030205,             0.00030205,             0.00030205
                    143,                0.49658,                0.37903,                0.86591,                0.93227,                0.70693,                0.83868,                0.67121,                 1.0571,                0.99077,                0.96983,              0.0002971,              0.0002971,              0.0002971
                    144,                0.47844,                 0.3861,                0.86061,                0.94171,                0.70001,                0.83379,                 0.6491,                 1.0967,                 1.0329,                0.98081,             0.00029215,             0.00029215,             0.00029215
                    145,                0.49178,                0.37373,                0.87173,                0.93656,                0.70177,                0.83099,                0.64457,                 1.1132,                 1.0539,                0.98483,              0.0002872,              0.0002872,              0.0002872
                    146,                 0.4915,                0.37943,                0.86309,                0.92058,                 0.7328,                0.84182,                0.65085,                 1.1191,                 1.0483,                0.98722,             0.00028225,             0.00028225,             0.00028225
                    147,                0.46625,                0.35999,                  0.872,                0.92076,                0.71744,                0.83895,                 0.6426,                 1.1241,                 1.0189,                0.97566,              0.0002773,              0.0002773,              0.0002773
                    148,                0.48526,                0.37087,                0.85704,                0.94544,                0.70745,                0.84204,                0.63321,                 1.0805,                0.97446,                0.95278,             0.00027235,             0.00027235,             0.00027235
                    149,                0.47642,                0.37287,                0.86317,                 0.9279,                0.72093,                0.85401,                0.66791,                 1.0197,                0.96352,                0.94219,              0.0002674,              0.0002674,              0.0002674
                    150,                0.51146,                0.37715,                0.86079,                0.89614,                0.76576,                0.87054,                0.66706,                 1.0275,                0.97015,                0.94331,             0.00026245,             0.00026245,             0.00026245
                    151,                0.52045,                0.38051,                0.86274,                0.92723,                0.75794,                0.86594,                0.66939,                 1.0186,                0.96288,                0.94249,              0.0002575,              0.0002575,              0.0002575
                    152,                0.51592,                0.39309,                 0.8566,                0.90616,                0.76258,                 0.8669,                0.66312,                 1.0068,                0.96126,                 0.9388,             0.00025255,             0.00025255,             0.00025255
                    153,                0.49523,                0.38384,                0.87178,                0.90153,                0.76645,                0.86697,                0.66472,                 1.0382,                0.97456,                0.94167,              0.0002476,              0.0002476,              0.0002476
                    154,                0.47839,                0.37184,                0.86969,                0.90531,                0.76323,                0.86127,                0.65949,                 1.0632,                 1.0126,                0.94804,             0.00024265,             0.00024265,             0.00024265
                    155,                0.50272,                0.38319,                0.85106,                0.92289,                0.75397,                  0.866,                0.65943,                  1.074,                 1.0175,                0.95232,              0.0002377,              0.0002377,              0.0002377
                    156,                0.47972,                0.37344,                0.87144,                 0.9341,                0.75885,                0.86364,                0.66539,                 1.0478,                0.97402,                0.94441,             0.00023275,             0.00023275,             0.00023275
