                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.87034,                0.61727,                 1.0158,                0.88662,                0.73148,                0.84284,                0.57689,                 1.1346,                0.98892,                 1.0902,             0.00093565,             0.00093565,             0.00093565
                     15,                0.82513,                0.59844,                 1.0194,                0.81096,                0.76984,                0.83529,                0.56186,                 1.2224,                  1.028,                 1.1428,              0.0009307,              0.0009307,              0.0009307
                     16,                0.83546,                0.60833,                 1.0136,                0.77961,                0.71164,                0.80218,                0.58105,                 1.1503,                 1.0094,                 1.1304,             0.00092575,             0.00092575,             0.00092575
                     17,                0.84216,                0.61299,                 0.9829,                0.79595,                0.69974,                0.78985,                0.55321,                 1.2084,                 1.0548,                 1.1053,              0.0009208,              0.0009208,              0.0009208
                     18,                0.81055,                 0.5985,                0.99787,                0.77266,                0.73016,                0.80998,                 0.5625,                 1.1576,                 1.0047,                  1.094,             0.00091585,             0.00091585,             0.00091585
                     19,                0.75999,                0.55468,                0.98491,                0.83266,                0.73016,                0.81936,                0.59022,                 1.0994,                0.97664,                 1.1047,              0.0009109,              0.0009109,              0.0009109
                     20,                0.77991,                0.55148,                 0.9987,                0.79825,                0.81481,                0.86202,                0.61659,                 1.0286,                0.86321,                 1.0793,             0.00090595,             0.00090595,             0.00090595
                     21,                0.77045,                0.55708,                0.98762,                0.80431,                0.81217,                0.86067,                0.61424,                 1.0357,                0.85687,                 1.0836,               0.000901,               0.000901,               0.000901
                     22,                0.77274,                 0.5437,                0.97664,                0.85038,                0.70899,                0.81658,                0.60455,                 1.1029,                 1.0079,                 1.1128,             0.00089605,             0.00089605,             0.00089605
                     23,                0.81316,                0.57844,                0.98042,                0.81676,                0.71561,                0.80582,                0.58901,                 1.1431,                 1.0749,                 1.1274,              0.0008911,              0.0008911,              0.0008911
                     24,                0.77801,                 0.5302,                0.99788,                0.75738,                0.72354,                0.79718,                0.56798,                 1.2494,                 1.1038,                 1.1603,             0.00088615,             0.00088615,             0.00088615
                     25,                0.75533,                0.54379,                0.97548,                0.82679,                0.69377,                0.79052,                0.59509,                 1.1811,                 1.1224,                 1.1151,              0.0008812,              0.0008812,              0.0008812
                     26,                0.79019,                0.55002,                0.98277,                0.85268,                0.67977,                0.80258,                0.61751,                 1.1706,                 1.1078,                 1.1216,             0.00087625,             0.00087625,             0.00087625
                     27,                 0.7741,                0.55127,                0.97339,                0.88173,                0.69712,                0.82782,                0.61692,                 1.1192,                 1.0153,                 1.0721,              0.0008713,              0.0008713,              0.0008713
                     28,                 0.7668,                0.52012,                 0.9661,                  0.842,                 0.7015,                0.81827,                0.58079,                 1.1515,                0.99729,                 1.0724,             0.00086635,             0.00086635,             0.00086635
                     29,                0.77716,                0.53178,                0.98253,                0.88696,                0.67555,                0.82683,                0.59812,                 1.1047,                0.95463,                 1.0782,              0.0008614,              0.0008614,              0.0008614
                     30,                0.78611,                0.54676,                0.99076,                0.80542,                0.75704,                0.84182,                0.61771,                 1.1001,                0.92675,                 1.0833,             0.00085645,             0.00085645,             0.00085645
                     31,                0.76345,                0.51693,                0.96575,                0.88582,                0.68519,                0.82577,                0.60867,                 1.1138,                 1.0013,                 1.0898,              0.0008515,              0.0008515,              0.0008515
                     32,                0.76552,                0.53711,                0.98727,                0.90151,                0.69444,                0.84699,                0.62468,                 1.1554,                 0.9565,                 1.0852,             0.00084655,             0.00084655,             0.00084655
                     33,                0.76282,                0.53855,                0.97027,                0.84828,                 0.7616,                0.85854,                0.64864,                 1.0728,                0.87365,                 1.0648,              0.0008416,              0.0008416,              0.0008416
                     34,                0.72874,                0.50575,                 0.9665,                0.87233,                0.76589,                0.85212,                0.65137,                 1.0026,                0.83281,                  1.053,             0.00083665,             0.00083665,             0.00083665
                     35,                0.69218,                0.47293,                 0.9444,                0.81779,                0.80291,                0.86068,                0.65309,                 1.0453,                 0.8956,                 1.0643,              0.0008317,              0.0008317,              0.0008317
                     36,                0.71073,                0.49218,                0.93477,                0.87944,                0.74471,                0.82916,                0.62977,                 1.0728,                0.98099,                 1.0853,             0.00082675,             0.00082675,             0.00082675
                     37,                0.68618,                0.48036,                0.92788,                0.82407,                0.75661,                0.83274,                0.62826,                 1.0423,                0.97163,                 1.0679,              0.0008218,              0.0008218,              0.0008218
                     38,                0.71693,                0.51721,                0.97129,                0.86769,                0.72976,                0.83513,                0.65703,                 1.0318,                 0.9782,                 1.0439,             0.00081685,             0.00081685,             0.00081685
                     39,                0.73002,                0.50225,                0.94734,                 0.8594,                 0.7328,                0.83492,                0.62609,                 1.0729,                 1.0468,                 1.0684,              0.0008119,              0.0008119,              0.0008119
                     40,                0.69625,                0.48856,                0.95969,                0.85496,                0.73676,                0.83259,                0.64183,                 1.0212,                 1.0601,                 1.0602,             0.00080695,             0.00080695,             0.00080695
                     41,                0.68122,                0.47053,                0.95014,                0.83616,                0.78154,                0.85782,                0.65981,                0.91891,                0.90203,                 1.0278,               0.000802,               0.000802,               0.000802
                     42,                0.67651,                0.50667,                0.95501,                0.75926,                0.80952,                 0.8482,                0.67253,                0.88019,                0.85722,                 1.0145,             0.00079705,             0.00079705,             0.00079705
                     43,                0.68508,                0.47829,                0.93922,                0.75379,                0.79006,                0.83528,                0.62015,                0.98346,                0.91046,                 1.0594,              0.0007921,              0.0007921,              0.0007921
                     44,                 0.6658,                0.46142,                0.94383,                0.79339,                0.77823,                0.83257,                  0.608,                 1.0747,                 1.0287,                 1.0529,             0.00078715,             0.00078715,             0.00078715
                     45,                0.67593,                0.46922,                0.95026,                  0.795,                0.75462,                0.82545,                0.58201,                 1.1162,                  1.139,                 1.0541,              0.0007822,              0.0007822,              0.0007822
                     46,                0.65414,                0.46036,                  0.935,                0.80543,                   0.75,                0.82228,                0.59661,                 1.1349,                 1.1574,                 1.0628,             0.00077725,             0.00077725,             0.00077725
                     47,                0.63969,                0.44519,                0.93084,                0.82791,                0.71693,                 0.8143,                0.58867,                 1.1135,                 1.1278,                 1.0992,              0.0007723,              0.0007723,              0.0007723
                     48,                0.60661,                0.44123,                0.94034,                0.83053,                0.75926,                0.83432,                 0.5952,                 1.1488,                  1.069,                  1.106,             0.00076735,             0.00076735,             0.00076735
                     49,                0.64974,                0.44687,                0.93808,                0.85859,                0.71958,                0.81545,                0.57932,                 1.1964,                 1.0986,                 1.0778,              0.0007624,              0.0007624,              0.0007624
                     50,                 0.6779,                0.47079,                0.93951,                0.84045,                 0.6746,                0.78168,                0.59217,                  1.142,                 1.1528,                 1.0581,             0.00075745,             0.00075745,             0.00075745
                     51,                 0.6724,                0.47403,                 0.9325,                0.85075,                0.65893,                0.78827,                0.60466,                 1.1027,                 1.1466,                  1.058,              0.0007525,              0.0007525,              0.0007525
                     52,                0.66815,                0.48836,                0.93653,                0.82327,                0.75926,                0.84247,                0.62963,                 1.0462,                0.99556,                 1.0375,             0.00074755,             0.00074755,             0.00074755
                     53,                0.68514,                0.48162,                   0.93,                0.86743,                0.76587,                0.86283,                 0.6358,                 1.0053,                0.88086,                 1.0051,              0.0007426,              0.0007426,              0.0007426
                     54,                0.63801,                0.44373,                0.94302,                0.87538,                0.81746,                0.88093,                0.65748,                 1.0154,                0.80661,                 1.0077,             0.00073765,             0.00073765,             0.00073765
                     55,                 0.6742,                0.45661,                0.92627,                0.90472,                0.80044,                0.88161,                 0.6765,                0.97223,                0.83664,                  1.024,              0.0007327,              0.0007327,              0.0007327
                     56,                0.68199,                0.46697,                 0.9224,                0.93003,                0.74868,                0.85764,                0.64872,                0.99187,                  0.929,                 1.0515,             0.00072775,             0.00072775,             0.00072775
                     57,                0.65396,                0.45229,                0.93221,                 0.8497,                 0.7209,                0.82204,                0.62275,                 1.0735,                  1.009,                 1.0735,              0.0007228,              0.0007228,              0.0007228
                     58,                0.62686,                0.45665,                0.92422,                0.86574,                 0.7963,                0.87045,                0.64551,                 1.0767,                0.97267,                 1.0654,             0.00071785,             0.00071785,             0.00071785
                     59,                0.62489,                 0.4518,                0.93514,                0.83551,                 0.7963,                 0.8662,                0.67351,                0.96675,                0.90133,                 1.0431,              0.0007129,              0.0007129,              0.0007129
                     60,                0.59466,                0.41292,                0.91917,                0.85722,                0.78704,                0.85894,                0.66519,                0.95915,                0.87513,                  1.026,             0.00070795,             0.00070795,             0.00070795
                     61,                0.61902,                0.43156,                0.92609,                0.90273,                0.80423,                0.87501,                0.66546,                 1.0331,                0.89412,                 1.0335,               0.000703,               0.000703,               0.000703
                     62,                0.64432,                0.44757,                 0.9035,                0.88794,                0.79924,                 0.8649,                0.66651,                 1.0251,                0.89645,                 1.0452,             0.00069805,             0.00069805,             0.00069805
                     63,                0.62724,                0.44509,                0.92762,                0.88061,                0.81721,                0.87421,                0.68057,                0.99865,                0.90325,                 1.0374,              0.0006931,              0.0006931,              0.0006931
                     64,                0.63066,                0.43327,                0.89792,                0.89525,                0.82672,                0.88033,                0.68797,                 0.9872,                0.90861,                 1.0356,             0.00068815,             0.00068815,             0.00068815
                     65,                0.62425,                0.43668,                0.92087,                0.89689,                0.77778,                0.85446,                0.64213,                 1.0392,                0.93986,                 1.0388,              0.0006832,              0.0006832,              0.0006832
                     66,                0.63946,                0.44628,                0.92737,                 0.8899,                0.80159,                0.87343,                0.62882,                 1.1144,                0.97292,                 1.0341,             0.00067825,             0.00067825,             0.00067825
                     67,                0.62263,                0.43955,                0.90561,                0.85863,                0.76945,                0.85417,                0.65843,                0.97004,                0.93815,                0.99641,              0.0006733,              0.0006733,              0.0006733
                     68,                0.61037,                0.42561,                0.90819,                0.85495,                0.74357,                0.83833,                0.64729,                  0.939,                0.87727,                 1.0043,             0.00066835,             0.00066835,             0.00066835
                     69,                0.66758,                 0.4587,                0.93824,                0.81373,                0.78173,                0.85144,                0.65104,                0.94795,                0.86678,                 1.0129,              0.0006634,              0.0006634,              0.0006634
                     70,                0.68915,                0.51533,                0.93243,                0.85676,                0.77381,                0.86529,                0.64737,                0.95737,                0.90355,                 1.0082,             0.00065845,             0.00065845,             0.00065845
                     71,                0.68047,                0.45493,                0.92778,                0.89058,                0.77646,                0.85811,                0.64048,                0.99904,                0.96079,                 1.0093,              0.0006535,              0.0006535,              0.0006535
                     72,                 0.6136,                0.42746,                0.90819,                0.83349,                0.80423,                  0.866,                0.64496,                0.97753,                0.91537,                 1.0013,             0.00064855,             0.00064855,             0.00064855
                     73,                0.59743,                0.42401,                0.89389,                0.87933,                0.74735,                0.84616,                0.63243,                0.95731,                0.89953,                 1.0063,              0.0006436,              0.0006436,              0.0006436
                     74,                 0.5928,                0.41572,                0.90768,                0.92201,                0.76058,                0.85735,                0.64606,                0.95664,                0.87804,                 1.0139,             0.00063865,             0.00063865,             0.00063865
                     75,                0.59481,                0.40713,                0.90318,                0.93263,                0.83333,                0.90962,                0.66843,                 1.0138,                   0.82,                 1.0297,              0.0006337,              0.0006337,              0.0006337
                     76,                0.60914,                0.40757,                0.90126,                0.94979,                0.82289,                0.90765,                0.69198,                0.93825,                0.77902,                 1.0138,             0.00062875,             0.00062875,             0.00062875
                     77,                0.60393,                0.42626,                0.92097,                0.91428,                0.82469,                0.90057,                0.69216,                0.86083,                0.75752,                0.98053,              0.0006238,              0.0006238,              0.0006238
                     78,                0.60642,                0.42288,                0.90329,                0.94459,                0.79075,                0.90987,                0.69634,                0.88653,                0.75961,                0.98449,             0.00061885,             0.00061885,             0.00061885
                     79,                0.58464,                0.40274,                0.90212,                0.83929,                0.87299,                0.89868,                0.68111,                0.92576,                0.80674,                0.98653,              0.0006139,              0.0006139,              0.0006139
                     80,                0.59736,                0.43873,                0.90251,                0.80432,                0.86905,                0.87772,                0.66255,                   1.01,                0.87562,                 1.0181,             0.00060895,             0.00060895,             0.00060895
                     81,                0.59106,                0.41789,                0.90763,                0.79289,                0.82011,                0.85165,                0.63593,                  1.052,                 0.9744,                 1.0311,               0.000604,               0.000604,               0.000604
                     82,                0.54133,                0.40649,                0.90787,                0.78455,                0.79233,                0.83673,                0.61752,                   1.06,                 1.0034,                 1.0407,             0.00059905,             0.00059905,             0.00059905
                     83,                0.59543,                0.41159,                0.88159,                0.80413,                0.77116,                0.83574,                 0.6318,                 1.0503,                0.94589,                 1.0475,              0.0005941,              0.0005941,              0.0005941
                     84,                0.54575,                0.39882,                0.88885,                0.83186,                0.73545,                0.82219,                0.62496,                 1.0677,                0.95198,                 1.0688,             0.00058915,             0.00058915,             0.00058915
                     85,                 0.5905,                0.42255,                0.90314,                0.90935,                0.71029,                0.83593,                0.63405,                 1.0781,                0.97069,                 1.0859,              0.0005842,              0.0005842,              0.0005842
                     86,                0.57654,                0.39603,                 0.8915,                   0.86,                0.71429,                0.81751,                0.63191,                 1.0619,                0.99265,                 1.0846,             0.00057925,             0.00057925,             0.00057925
                     87,                0.56197,                0.39243,                 0.8999,                0.85642,                0.70899,                0.81216,                 0.6199,                 1.0516,                 1.0088,                 1.0541,              0.0005743,              0.0005743,              0.0005743
                     88,                 0.6099,                 0.4274,                0.89469,                0.85965,                0.77249,                0.84183,                0.64273,                 1.0524,                0.95444,                 1.0358,             0.00056935,             0.00056935,             0.00056935
                     89,                0.56846,                0.39777,                0.89793,                0.84019,                0.74206,                0.82089,                 0.6203,                 1.0479,                0.96155,                  1.028,              0.0005644,              0.0005644,              0.0005644
                     90,                0.57628,                0.40927,                 0.9024,                0.83558,                0.78439,                0.84199,                0.64214,                 1.0323,                0.91804,                 1.0226,             0.00055945,             0.00055945,             0.00055945
                     91,                0.55639,                0.39629,                0.90274,                0.85101,                0.80291,                0.85069,                0.66479,                0.95326,                0.86087,                0.99634,              0.0005545,              0.0005545,              0.0005545
                     92,                0.58022,                0.40271,                0.90601,                 0.8114,                0.83333,                0.86313,                0.66827,                0.94804,                0.82152,                0.99065,             0.00054955,             0.00054955,             0.00054955
                     93,                0.56105,                0.40858,                0.89341,                0.81545,                0.83324,                0.86346,                0.66757,                0.94554,                0.82367,                0.99097,              0.0005446,              0.0005446,              0.0005446
                     94,                0.55715,                0.39164,                0.90207,                0.82803,                0.82407,                0.85958,                0.65913,                0.95217,                0.84164,                0.99556,             0.00053965,             0.00053965,             0.00053965
                     95,                0.55235,                0.39559,                0.89112,                0.83043,                0.83069,                0.86522,                0.68052,                0.90202,                 0.8056,                0.98002,              0.0005347,              0.0005347,              0.0005347
                     96,                0.53249,                0.38651,                0.89476,                0.83666,                0.83333,                0.86862,                0.67969,                0.91281,                0.79584,                0.98377,             0.00052975,             0.00052975,             0.00052975
                     97,                0.56325,                0.40195,                0.88607,                0.90442,                0.75105,                0.84152,                0.66589,                0.92561,                0.83239,                0.98583,              0.0005248,              0.0005248,              0.0005248
                     98,                0.54863,                0.38537,                  0.894,                0.90748,                0.76254,                0.87056,                0.67848,                0.90774,                0.79701,                 1.0001,             0.00051985,             0.00051985,             0.00051985
                     99,                0.56043,                0.38067,                0.90086,                0.85385,                0.83069,                0.87657,                0.68435,                0.89542,                0.79762,                 1.0046,              0.0005149,              0.0005149,              0.0005149
                    100,                0.55978,                0.38983,                0.89363,                0.86095,                0.77249,                0.84453,                0.66231,                0.93373,                0.83588,                0.99786,             0.00050995,             0.00050995,             0.00050995
                    101,                0.52724,                0.38834,                 0.8849,                 0.8759,                0.72927,                0.83078,                0.64833,                0.98704,                0.88411,                  1.004,               0.000505,               0.000505,               0.000505
                    102,                 0.5492,                0.40446,                0.89804,                0.87311,                0.71429,                0.82767,                0.63366,                 1.0507,                0.90438,                 1.0228,             0.00050005,             0.00050005,             0.00050005
                    103,                0.56362,                0.39798,                0.89162,                0.86915,                0.71429,                0.82467,                0.61592,                 1.0743,                0.88204,                 1.0372,              0.0004951,              0.0004951,              0.0004951
                    104,                0.54921,                0.38058,                0.88073,                 0.8409,                0.72289,                0.82885,                0.63637,                 1.0658,                0.88309,                 1.0454,             0.00049015,             0.00049015,             0.00049015
                    105,                0.54452,                0.38696,                0.88913,                0.81557,                0.75926,                0.84106,                0.64289,                 1.0639,                 0.9189,                 1.0438,              0.0004852,              0.0004852,              0.0004852
                    106,                0.54304,                 0.3851,                0.87829,                0.83059,                0.71429,                0.82334,                0.62891,                 1.0659,                0.92878,                 1.0394,             0.00048025,             0.00048025,             0.00048025
                    107,                0.52325,                 0.3615,                0.88163,                0.85833,                0.67857,                0.80891,                0.60947,                 1.0596,                 1.0046,                  1.039,              0.0004753,              0.0004753,              0.0004753
                    108,                0.53429,                0.37377,                0.87974,                0.87826,                 0.6455,                0.78672,                0.59661,                 1.0737,                 1.1199,                 1.0601,             0.00047035,             0.00047035,             0.00047035
