                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.64054,                0.48427,                0.86865,                0.80886,                0.73302,                0.80054,                0.58891,                0.87899,                0.83079,                0.91713,              0.0022536,              0.0022536,              0.0022536
                    158,                0.65557,                0.49086,                0.86181,                0.86458,                0.69526,                0.76956,                0.56564,                0.91148,                0.89414,                0.92343,              0.0022026,              0.0022026,              0.0022026
                    159,                0.64626,                0.49052,                0.86612,                0.82627,                 0.7035,                0.77859,                0.57273,                0.89523,                0.85451,                 0.9237,              0.0021517,              0.0021517,              0.0021517
                    160,                0.63109,                0.46909,                0.86273,                0.84543,                0.72638,                0.79063,                0.58835,                0.87701,                0.84612,                0.90378,              0.0021008,              0.0021008,              0.0021008
                    161,                0.63182,                 0.4784,                0.86699,                0.89858,                0.68859,                0.78478,                0.56082,                 0.9465,                0.89628,                0.91694,              0.0020498,              0.0020498,              0.0020498
                    162,                0.63629,                0.47339,                0.86462,                0.89714,                0.71604,                0.79388,                0.57927,                0.87028,                0.82652,                0.93144,              0.0019989,              0.0019989,              0.0019989
                    163,                 0.6358,                0.48374,                0.86708,                0.85798,                0.76242,                0.82355,                0.60265,                0.86795,                0.76926,                0.91655,              0.0019479,              0.0019479,              0.0019479
                    164,                0.64074,                0.47473,                 0.8654,                 0.8728,                0.72478,                0.80176,                0.57963,                0.90391,                0.88589,                0.94251,               0.001897,               0.001897,               0.001897
                    165,                0.65853,                0.47712,                0.86023,                0.86353,                  0.746,                0.79245,                0.58784,                0.89921,                 0.8471,                0.92033,              0.0018461,              0.0018461,              0.0018461
                    166,                0.62872,                0.46369,                0.86331,                0.81201,                0.77037,                0.79126,                 0.5734,                 0.9305,                0.86411,                0.90151,              0.0017951,              0.0017951,              0.0017951
                    167,                0.63095,                 0.4637,                0.86117,                0.80734,                0.72682,                 0.7798,                0.59477,                0.88706,                0.82887,                0.90071,              0.0017442,              0.0017442,              0.0017442
                    168,                0.61971,                0.45742,                0.86019,                0.81579,                 0.7625,                0.79874,                  0.589,                0.93744,                 0.9098,                0.94654,              0.0016932,              0.0016932,              0.0016932
                    169,                0.63571,                0.47419,                0.86396,                0.72903,                0.77621,                0.75912,                0.55103,                0.93212,                0.94702,                0.93539,              0.0016423,              0.0016423,              0.0016423
                    170,                0.62533,                0.46634,                0.86305,                0.84882,                0.70642,                0.78019,                0.58246,                0.87861,                0.83268,                0.93012,              0.0015914,              0.0015914,              0.0015914
                    171,                0.59915,                0.45723,                0.85703,                0.79788,                0.71789,                0.77099,                0.58198,                0.88953,                0.88591,                0.91685,              0.0015404,              0.0015404,              0.0015404
                    172,                0.61308,                 0.4589,                0.86077,                0.82404,                0.76641,                0.79654,                0.59322,                0.88853,                0.80912,                0.91029,              0.0014895,              0.0014895,              0.0014895
                    173,                0.60898,                0.45878,                0.86114,                0.78331,                0.76889,                0.80482,                0.59576,                 0.8913,                0.78133,                0.90685,              0.0014386,              0.0014386,              0.0014386
                    174,                0.61436,                0.45693,                0.85385,                0.84478,                0.72109,                0.77295,                0.58133,                0.88413,                0.85677,                0.90108,              0.0013876,              0.0013876,              0.0013876
                    175,                0.60433,                0.44758,                0.85407,                 0.8261,                0.75033,                0.79718,                0.59789,                 0.8821,                0.81332,                0.91326,              0.0013367,              0.0013367,              0.0013367
                    176,                0.60171,                0.45209,                0.86188,                0.85303,                 0.7556,                0.80401,                0.60362,                0.87924,                0.82252,                0.90862,              0.0012857,              0.0012857,              0.0012857
                    177,                0.60348,                0.44695,                0.85358,                0.85678,                0.74847,                0.81543,                0.61005,                0.89755,                0.86352,                 0.9288,              0.0012348,              0.0012348,              0.0012348
                    178,                0.59777,                0.44208,                0.85493,                0.86064,                0.74847,                0.80894,                0.60757,                0.90371,                0.84619,                0.91101,              0.0011839,              0.0011839,              0.0011839
                    179,                0.59548,                0.45559,                0.85069,                0.88441,                0.73485,                0.80846,                0.60886,                0.88181,                0.86039,                0.89411,              0.0011329,              0.0011329,              0.0011329
                    180,                0.60803,                0.44629,                0.85231,                0.90877,                0.72746,                0.81513,                0.60701,                 0.8703,                  0.873,                0.91033,               0.001082,               0.001082,               0.001082
                    181,                 0.6014,                 0.4434,                0.85609,                0.85315,                0.74788,                 0.8137,                0.60544,                0.86946,                0.81354,                0.91029,               0.001031,               0.001031,               0.001031
                    182,                0.59126,                0.44228,                0.84898,                0.86574,                0.73914,                0.80796,                0.60166,                0.86337,                0.79798,                0.92221,              0.0009801,              0.0009801,              0.0009801
                    183,                0.60004,                0.45176,                0.85373,                0.89552,                0.75325,                0.82528,                0.62191,                0.84499,                0.77086,                0.90122,             0.00092917,             0.00092917,             0.00092917
                    184,                0.58765,                0.42792,                0.84787,                0.86777,                0.72975,                0.81653,                0.61303,                0.85101,                 0.7777,                0.89831,             0.00087823,             0.00087823,             0.00087823
                    185,                0.59501,                0.43769,                 0.8572,                0.78864,                0.77771,                0.79482,                0.59471,                0.86367,                0.82878,                0.92218,             0.00082729,             0.00082729,             0.00082729
                    186,                0.60415,                0.44352,                0.85888,                0.85822,                0.73987,                0.79997,                0.60106,                0.83778,                0.77759,                0.89796,             0.00077635,             0.00077635,             0.00077635
                    187,                0.57633,                0.42965,                0.85487,                0.84064,                0.75457,                0.80068,                 0.6072,                0.81275,                0.76018,                0.88964,             0.00072541,             0.00072541,             0.00072541
                    188,                0.58334,                0.42777,                 0.8505,                 0.8835,                0.73902,                0.80667,                0.61867,                0.81876,                0.76407,                0.87649,             0.00067447,             0.00067447,             0.00067447
                    189,                0.56333,                0.41676,                0.84172,                0.88356,                0.73575,                0.81593,                0.61429,                0.81196,                0.76051,                0.87556,             0.00062353,             0.00062353,             0.00062353
                    190,                0.58334,                0.42711,                0.84921,                0.86886,                0.74377,                0.81272,                 0.6221,                0.83003,                0.77589,                0.88627,              0.0005726,              0.0005726,              0.0005726
                    191,                0.58362,                 0.4152,                 0.8202,                 0.8849,                0.76225,                0.82643,                0.61377,                0.84448,                0.79969,                0.90288,             0.00052166,             0.00052166,             0.00052166
                    192,                0.57764,                0.39935,                0.82156,                0.89025,                 0.7206,                0.80021,                 0.5933,                0.84139,                0.80571,                0.89602,             0.00047072,             0.00047072,             0.00047072
                    193,                0.58452,                0.40442,                0.82021,                0.81555,                0.74138,                0.78722,                0.59398,                0.84961,                 0.8135,                0.90373,             0.00041978,             0.00041978,             0.00041978
                    194,                0.56905,                0.39597,                0.81868,                0.87712,                0.73055,                0.79214,                0.58692,                0.83877,                0.79115,                0.88852,             0.00036884,             0.00036884,             0.00036884
                    195,                0.57802,                0.39843,                0.82431,                 0.8679,                0.75112,                0.80029,                0.59931,                0.82798,                0.78132,                0.88808,              0.0003179,              0.0003179,              0.0003179
                    196,                0.57039,                 0.3963,                0.81366,                0.86417,                0.73316,                0.80695,                0.60866,                 0.8244,                0.77404,                0.88631,             0.00026696,             0.00026696,             0.00026696
                    197,                0.56377,                0.38498,                0.81924,                0.89538,                0.73568,                 0.8124,                0.61395,                0.83803,                0.75938,                0.89015,             0.00021603,             0.00021603,             0.00021603
                    198,                0.55879,                0.39213,                0.81033,                0.88908,                0.74259,                0.81024,                 0.6126,                0.82973,                0.76596,                0.88154,             0.00016509,             0.00016509,             0.00016509
                    199,                0.54745,                 0.3781,                0.80795,                0.89032,                0.73148,                0.81044,                0.60933,                0.82893,                0.77108,                 0.8804,             0.00011415,             0.00011415,             0.00011415
                    200,                0.55672,                0.38734,                0.81411,                0.89434,                0.72278,                0.81076,                 0.6096,                0.82832,                0.77619,                0.87812,             6.3209e-05,             6.3209e-05,             6.3209e-05
